admin|0000|28/01/2018|10:25:49|10:25:49|10:25:49|10:25:49|
admin|0000|28/01/2018|10:27:46|10:27:46|10:27:46|10:27:46|
admin|0000|28/01/2018|10:32:54|10:32:54|10:32:54|10:32:54|
admin|0000|28/01/2018|10:34:41|10:34:41|10:34:41|10:34:41|
admin|0000|28/01/2018|10:36:29|10:36:29|10:36:29|10:36:29|
admin|0000|28/01/2018|10:43:05|10:43:05|10:43:05|10:43:05|
admin|0000|28/01/2018|10:43:16|10:43:16|10:43:16|10:43:16|
admin|0000|28/01/2018|10:43:49|10:43:49|10:43:49|10:43:49|
